Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,season,HTHG,HTAG,HTR
P1,30/11/2008,Sp Braga,Nacional,1,0,H,2008-2009,1.0,0.0,H
P1,30/11/2008,Sp Lisbon,Guimaraes,2,0,H,2008-2009,2.0,0.0,H
P1,30/11/2008,Trofense,Rio Ave,2,0,H,2008-2009,0.0,0.0,D
P1,01/12/2008,Benfica,Setubal,2,2,D,2008-2009,1.0,0.0,H
P1,01/12/2008,Porto,Academica,2,1,H,2008-2009,1.0,1.0,D
P1,05/12/2008,Est Amadora,Sp Lisbon,1,3,A,2008-2009,1.0,1.0,D
P1,06/12/2008,Academica,Pacos Ferreira,2,1,H,2008-2009,1.0,0.0,H
P1,06/12/2008,Nacional,Belenenses,4,2,H,2008-2009,2.0,0.0,H
P1,06/12/2008,Setubal,Porto,0,3,A,2008-2009,0.0,0.0,D
P1,07/12/2008,Maritimo,Benfica,0,6,A,2008-2009,0.0,2.0,A
P1,07/12/2008,Rio Ave,Naval,2,0,H,2008-2009,1.0,0.0,H
P1,08/12/2008,Guimaraes,Leixoes,1,0,H,2008-2009,0.0,0.0,D
P1,08/12/2008,Trofense,Sp Braga,0,0,D,2008-2009,0.0,0.0,D
P1,17/12/2008,Est Amadora,Porto,2,4,A,2008-2009,1.0,2.0,A
P1,19/12/2008,Naval,Guimaraes,0,0,D,2008-2009,0.0,0.0,D
P1,20/12/2008,Sp Braga,Rio Ave,1,0,H,2008-2009,0.0,0.0,D
P1,20/12/2008,Sp Lisbon,Academica,0,0,D,2008-2009,0.0,0.0,D
P1,21/12/2008,Belenenses,Trofense,3,2,H,2008-2009,0.0,2.0,A
P1,21/12/2008,Leixoes,Est Amadora,1,1,D,2008-2009,0.0,0.0,D
P1,21/12/2008,Pacos Ferreira,Setubal,2,0,H,2008-2009,2.0,0.0,H
P1,21/12/2008,Porto,Maritimo,0,0,D,2008-2009,0.0,0.0,D
P1,22/12/2008,Benfica,Nacional,0,0,D,2008-2009,0.0,0.0,D
P1,02/01/2009,Academica,Leixoes,0,0,D,2008-2009,0.0,0.0,D
P1,03/01/2009,Rio Ave,Guimaraes,2,4,A,2008-2009,2.0,2.0,D
P1,03/01/2009,Setubal,Sp Lisbon,0,2,A,2008-2009,0.0,2.0,A
P1,04/01/2009,Est Amadora,Naval,1,0,H,2008-2009,1.0,0.0,H
P1,04/01/2009,Maritimo,Pacos Ferreira,4,1,H,2008-2009,1.0,1.0,D
P1,04/01/2009,Nacional,Porto,2,4,A,2008-2009,1.0,0.0,H
P1,04/01/2009,Trofense,Benfica,2,0,H,2008-2009,1.0,0.0,H
P1,05/01/2009,Sp Braga,Belenenses,2,0,H,2008-2009,0.0,0.0,D
P1,10/01/2009,Guimaraes,Est Amadora,0,0,D,2008-2009,0.0,0.0,D
P1,10/01/2009,Sp Lisbon,Maritimo,2,0,H,2008-2009,1.0,0.0,H
P1,11/01/2009,Benfica,Sp Braga,1,0,H,2008-2009,1.0,0.0,H
P1,11/01/2009,Leixoes,Setubal,0,0,D,2008-2009,0.0,0.0,D
P1,11/01/2009,Naval,Academica,2,1,H,2008-2009,0.0,0.0,D
P1,11/01/2009,Pacos Ferreira,Nacional,2,3,A,2008-2009,0.0,3.0,A
P1,11/01/2009,Porto,Trofense,0,0,D,2008-2009,0.0,0.0,D
P1,11/01/2009,Rio Ave,Belenenses,0,1,A,2008-2009,0.0,0.0,D
P1,23/01/2009,Belenenses,Benfica,0,0,D,2008-2009,0.0,0.0,D
P1,23/01/2009,Maritimo,Leixoes,0,0,D,2008-2009,0.0,0.0,D
P1,24/01/2009,Est Amadora,Rio Ave,2,0,H,2008-2009,1.0,0.0,H
P1,24/01/2009,Nacional,Sp Lisbon,1,1,D,2008-2009,1.0,1.0,D
P1,24/01/2009,Setubal,Naval,0,1,A,2008-2009,0.0,1.0,A
P1,24/01/2009,Sp Braga,Porto,0,2,A,2008-2009,0.0,2.0,A
P1,25/01/2009,Academica,Guimaraes,2,1,H,2008-2009,1.0,0.0,H
P1,25/01/2009,Trofense,Pacos Ferreira,1,3,A,2008-2009,1.0,1.0,D
P1,30/01/2009,Setubal,Guimaraes,2,4,A,2008-2009,2.0,2.0,D
P1,31/01/2009,Benfica,Rio Ave,1,0,H,2008-2009,0.0,0.0,D
P1,31/01/2009,Trofense,Sp Lisbon,0,0,D,2008-2009,0.0,0.0,D
P1,01/02/2009,Academica,Est Amadora,2,2,D,2008-2009,0.0,1.0,A
P1,01/02/2009,Belenenses,Porto,1,3,A,2008-2009,1.0,2.0,A
P1,01/02/2009,Maritimo,Naval,1,0,H,2008-2009,0.0,0.0,D
P1,01/02/2009,Nacional,Leixoes,0,0,D,2008-2009,0.0,0.0,D
P1,01/02/2009,Sp Braga,Pacos Ferreira,2,0,H,2008-2009,2.0,0.0,H
P1,06/02/2009,Leixoes,Trofense,2,0,H,2008-2009,1.0,0.0,H
P1,07/02/2009,Est Amadora,Setubal,0,0,D,2008-2009,0.0,0.0,D
P1,07/02/2009,Guimaraes,Maritimo,2,1,H,2008-2009,1.0,0.0,H
P1,08/02/2009,Naval,Nacional,0,4,A,2008-2009,0.0,2.0,A
P1,08/02/2009,Porto,Benfica,1,1,D,2008-2009,0.0,1.0,A
P1,08/02/2009,Rio Ave,Academica,1,0,H,2008-2009,1.0,0.0,H
P1,08/02/2009,Sp Lisbon,Sp Braga,2,3,A,2008-2009,0.0,0.0,D
P1,09/02/2009,Pacos Ferreira,Belenenses,1,1,D,2008-2009,1.0,1.0,D
P1,13/02/2009,Nacional,Guimaraes,3,0,H,2008-2009,0.0,0.0,D
P1,14/02/2009,Belenenses,Sp Lisbon,1,2,A,2008-2009,0.0,0.0,D
P1,14/02/2009,Maritimo,Est Amadora,1,0,H,2008-2009,0.0,0.0,D
P1,14/02/2009,Sp Braga,Leixoes,0,1,A,2008-2009,0.0,0.0,D
P1,15/02/2009,Benfica,Pacos Ferreira,3,2,H,2008-2009,0.0,0.0,D
P1,15/02/2009,Porto,Rio Ave,3,1,H,2008-2009,1.0,0.0,H
P1,15/02/2009,Trofense,Naval,2,2,D,2008-2009,1.0,2.0,A
P1,16/02/2009,Setubal,Academica,2,1,H,2008-2009,0.0,0.0,D
P1,20/02/2009,Pacos Ferreira,Porto,0,2,A,2008-2009,0.0,1.0,A
P1,21/02/2009,Rio Ave,Setubal,1,0,H,2008-2009,0.0,0.0,D
P1,21/02/2009,Sp Lisbon,Benfica,3,2,H,2008-2009,1.0,1.0,D
P1,22/02/2009,Academica,Maritimo,3,1,H,2008-2009,2.0,1.0,H
P1,22/02/2009,Est Amadora,Nacional,1,0,H,2008-2009,1.0,0.0,H
P1,22/02/2009,Guimaraes,Trofense,0,1,A,2008-2009,0.0,0.0,D
P1,22/02/2009,Naval,Sp Braga,1,2,A,2008-2009,0.0,0.0,D
P1,23/02/2009,Leixoes,Belenenses,2,2,D,2008-2009,1.0,2.0,A
P1,27/02/2009,Benfica,Leixoes,2,1,H,2008-2009,1.0,0.0,H
P1,28/02/2009,Nacional,Academica,3,1,H,2008-2009,1.0,1.0,D
P1,28/02/2009,Pacos Ferreira,Rio Ave,2,0,H,2008-2009,0.0,0.0,D
P1,28/02/2009,Porto,Sp Lisbon,0,0,D,2008-2009,0.0,0.0,D
P1,01/03/2009,Belenenses,Naval,1,2,A,2008-2009,1.0,1.0,D
P1,01/03/2009,Maritimo,Setubal,5,1,H,2008-2009,3.0,0.0,H
P1,01/03/2009,Trofense,Est Amadora,1,1,D,2008-2009,0.0,1.0,A
P1,02/03/2009,Sp Braga,Guimaraes,1,0,H,2008-2009,1.0,0.0,H
P1,06/03/2009,Rio Ave,Maritimo,1,1,D,2008-2009,0.0,0.0,D
P1,07/03/2009,Leixoes,Porto,1,4,A,2008-2009,0.0,1.0,A
P1,07/03/2009,Sp Lisbon,Pacos Ferreira,2,0,H,2008-2009,2.0,0.0,H
P1,08/03/2009,Academica,Trofense,1,0,H,2008-2009,0.0,0.0,D
P1,08/03/2009,Est Amadora,Sp Braga,2,2,D,2008-2009,1.0,0.0,H
P1,08/03/2009,Guimaraes,Belenenses,3,1,H,2008-2009,1.0,0.0,H
P1,08/03/2009,Naval,Benfica,1,2,A,2008-2009,0.0,1.0,A
P1,09/03/2009,Setubal,Nacional,2,0,H,2008-2009,1.0,0.0,H
P1,13/03/2009,Pacos Ferreira,Leixoes,4,0,H,2008-2009,1.0,0.0,H
P1,14/03/2009,Benfica,Guimaraes,0,1,A,2008-2009,0.0,0.0,D
P1,14/03/2009,Sp Lisbon,Rio Ave,2,0,H,2008-2009,2.0,0.0,H
P1,15/03/2009,Belenenses,Est Amadora,2,2,D,2008-2009,1.0,2.0,A
P1,15/03/2009,Porto,Naval,2,0,H,2008-2009,1.0,0.0,H
P1,15/03/2009,Sp Braga,Academica,1,1,D,2008-2009,0.0,1.0,A
P1,15/03/2009,Trofense,Setubal,0,1,A,2008-2009,0.0,1.0,A
P1,16/03/2009,Nacional,Maritimo,1,1,D,2008-2009,1.0,0.0,H
P1,03/04/2009,Academica,Belenenses,1,0,H,2008-2009,0.0,0.0,D
P1,04/04/2009,Guimaraes,Porto,1,3,A,2008-2009,1.0,0.0,H
P1,05/04/2009,Est Amadora,Benfica,1,2,A,2008-2009,1.0,2.0,A
P1,05/04/2009,Leixoes,Sp Lisbon,0,1,A,2008-2009,0.0,1.0,A
P1,05/04/2009,Maritimo,Trofense,1,1,D,2008-2009,1.0,1.0,D
P1,05/04/2009,Naval,Pacos Ferreira,0,0,D,2008-2009,0.0,0.0,D
P1,05/04/2009,Setubal,Sp Braga,0,3,A,2008-2009,0.0,0.0,D
P1,06/04/2009,Rio Ave,Nacional,0,3,A,2008-2009,0.0,1.0,A
P1,10/04/2009,Pacos Ferreira,Guimaraes,1,1,D,2008-2009,0.0,0.0,D
P1,10/04/2009,Sp Braga,Maritimo,1,1,D,2008-2009,1.0,1.0,D
P1,11/04/2009,Belenenses,Setubal,2,1,H,2008-2009,2.0,0.0,H
P1,11/04/2009,Benfica,Academica,0,1,A,2008-2009,0.0,1.0,A
P1,11/04/2009,Leixoes,Rio Ave,1,0,H,2008-2009,0.0,0.0,D
P1,11/04/2009,Porto,Est Amadora,3,0,H,2008-2009,1.0,0.0,H
P1,11/04/2009,Sp Lisbon,Naval,3,1,H,2008-2009,2.0,1.0,H
P1,13/04/2009,Trofense,Nacional,1,2,A,2008-2009,0.0,2.0,A
P1,17/04/2009,Est Amadora,Pacos Ferreira,0,2,A,2008-2009,0.0,2.0,A
P1,18/04/2009,Guimaraes,Sp Lisbon,1,2,A,2008-2009,0.0,0.0,D
P1,18/04/2009,Nacional,Sp Braga,1,1,D,2008-2009,0.0,1.0,A
P1,19/04/2009,Academica,Porto,0,3,A,2008-2009,0.0,0.0,D
P1,19/04/2009,Maritimo,Belenenses,1,1,D,2008-2009,0.0,0.0,D
P1,19/04/2009,Rio Ave,Trofense,2,1,H,2008-2009,2.0,0.0,H
P1,19/04/2009,Setubal,Benfica,0,4,A,2008-2009,0.0,3.0,A
P1,20/04/2009,Naval,Leixoes,1,0,H,2008-2009,1.0,0.0,H
P1,24/04/2009,Sp Braga,Trofense,1,0,H,2008-2009,0.0,0.0,D
P1,25/04/2009,Sp Lisbon,Est Amadora,2,1,H,2008-2009,1.0,1.0,D
P1,26/04/2009,Belenenses,Nacional,1,2,A,2008-2009,1.0,1.0,D
P1,26/04/2009,Benfica,Maritimo,3,2,H,2008-2009,3.0,1.0,H
P1,26/04/2009,Naval,Rio Ave,0,1,A,2008-2009,0.0,1.0,A
P1,26/04/2009,Porto,Setubal,2,0,H,2008-2009,0.0,0.0,D
P1,27/04/2009,Leixoes,Guimaraes,2,2,D,2008-2009,2.0,1.0,H
P1,27/04/2009,Pacos Ferreira,Academica,1,1,D,2008-2009,1.0,0.0,H
P1,01/05/2009,Rio Ave,Sp Braga,0,0,D,2008-2009,0.0,0.0,D
P1,02/05/2009,Academica,Sp Lisbon,0,0,D,2008-2009,0.0,0.0,D
P1,02/05/2009,Nacional,Benfica,3,1,H,2008-2009,0.0,0.0,D
P1,03/05/2009,Est Amadora,Leixoes,2,1,H,2008-2009,1.0,0.0,H
P1,03/05/2009,Guimaraes,Naval,1,0,H,2008-2009,0.0,0.0,D
P1,03/05/2009,Maritimo,Porto,0,3,A,2008-2009,0.0,1.0,A
P1,03/05/2009,Setubal,Pacos Ferreira,2,1,H,2008-2009,2.0,1.0,H
P1,04/05/2009,Trofense,Belenenses,2,1,H,2008-2009,2.0,1.0,H
P1,08/05/2009,Guimaraes,Rio Ave,0,1,A,2008-2009,0.0,1.0,A
P1,09/05/2009,Benfica,Trofense,2,2,D,2008-2009,2.0,1.0,H
P1,09/05/2009,Sp Lisbon,Setubal,2,1,H,2008-2009,1.0,1.0,D
P1,10/05/2009,Leixoes,Academica,0,1,A,2008-2009,0.0,1.0,A
P1,10/05/2009,Naval,Est Amadora,0,0,D,2008-2009,0.0,0.0,D
P1,10/05/2009,Pacos Ferreira,Maritimo,2,1,H,2008-2009,0.0,1.0,A
P1,10/05/2009,Porto,Nacional,1,0,H,2008-2009,0.0,0.0,D
P1,11/05/2009,Belenenses,Sp Braga,0,5,A,2008-2009,0.0,1.0,A
P1,16/05/2009,Academica,Naval,3,1,H,2008-2009,0.0,1.0,A
P1,16/05/2009,Belenenses,Rio Ave,1,0,H,2008-2009,0.0,0.0,D
P1,16/05/2009,Est Amadora,Guimaraes,1,0,H,2008-2009,0.0,0.0,D
P1,16/05/2009,Maritimo,Sp Lisbon,1,2,A,2008-2009,0.0,1.0,A
P1,16/05/2009,Setubal,Leixoes,0,1,A,2008-2009,0.0,1.0,A
P1,16/05/2009,Trofense,Porto,1,4,A,2008-2009,0.0,2.0,A
P1,17/05/2009,Nacional,Pacos Ferreira,1,0,H,2008-2009,0.0,0.0,D
P1,17/05/2009,Sp Braga,Benfica,1,3,A,2008-2009,0.0,2.0,A
P1,23/05/2009,Benfica,Belenenses,3,1,H,2008-2009,1.0,1.0,D
P1,23/05/2009,Guimaraes,Academica,3,2,H,2008-2009,1.0,1.0,D
P1,23/05/2009,Leixoes,Maritimo,1,0,H,2008-2009,0.0,0.0,D
P1,23/05/2009,Naval,Setubal,2,2,D,2008-2009,1.0,0.0,H
P1,23/05/2009,Pacos Ferreira,Trofense,1,0,H,2008-2009,0.0,0.0,D
P1,23/05/2009,Rio Ave,Est Amadora,2,1,H,2008-2009,1.0,0.0,H
P1,24/05/2009,Porto,Sp Braga,1,1,D,2008-2009,1.0,0.0,H
P1,24/05/2009,Sp Lisbon,Nacional,3,1,H,2008-2009,2.0,1.0,H
P1,13/08/2010,Sp Braga,Portimonense,3,1,H,2010-2011,2.0,0.0,H
P1,14/08/2010,Maritimo,Setubal,0,1,A,2010-2011,0.0,0.0,D
P1,14/08/2010,Naval,Porto,0,1,A,2010-2011,0.0,0.0,D
P1,14/08/2010,Pacos Ferreira,Sp Lisbon,1,0,H,2010-2011,0.0,0.0,D
P1,15/08/2010,Beira Mar,Leiria,0,0,D,2010-2011,0.0,0.0,D
P1,15/08/2010,Benfica,Academica,1,2,A,2010-2011,0.0,1.0,A
P1,15/08/2010,Rio Ave,Nacional,0,1,A,2010-2011,0.0,0.0,D
P1,16/08/2010,Olhanense,Guimaraes,0,0,D,2010-2011,0.0,0.0,D
P1,20/08/2010,Academica,Olhanense,1,1,D,2010-2011,0.0,0.0,D
P1,21/08/2010,Nacional,Benfica,2,1,H,2010-2011,0.0,0.0,D
P1,21/08/2010,Setubal,Sp Braga,0,0,D,2010-2011,0.0,0.0,D
P1,22/08/2010,Leiria,Pacos Ferreira,0,0,D,2010-2011,0.0,0.0,D
P1,22/08/2010,Portimonense,Naval,0,1,A,2010-2011,0.0,1.0,A
P1,22/08/2010,Porto,Beira Mar,3,0,H,2010-2011,2.0,0.0,H
P1,22/08/2010,Sp Lisbon,Maritimo,1,0,H,2010-2011,0.0,0.0,D
P1,23/08/2010,Guimaraes,Rio Ave,0,0,D,2010-2011,0.0,0.0,D
P1,28/08/2010,Benfica,Setubal,3,0,H,2010-2011,2.0,0.0,H
P1,28/08/2010,Nacional,Guimaraes,1,3,A,2010-2011,0.0,0.0,D
P1,29/08/2010,Beira Mar,Academica,2,1,H,2010-2011,1.0,0.0,H
P1,29/08/2010,Olhanense,Leiria,1,0,H,2010-2011,1.0,0.0,H
P1,29/08/2010,Pacos Ferreira,Portimonense,2,2,D,2010-2011,0.0,1.0,A
P1,29/08/2010,Rio Ave,Porto,0,2,A,2010-2011,0.0,1.0,A
P1,29/08/2010,Sp Braga,Maritimo,1,0,H,2010-2011,1.0,0.0,H
P1,30/08/2010,Naval,Sp Lisbon,1,3,A,2010-2011,0.0,1.0,A
P1,10/09/2010,Guimaraes,Benfica,2,1,H,2010-2011,1.0,1.0,D
P1,11/09/2010,Porto,Sp Braga,3,2,H,2010-2011,1.0,1.0,D
P1,11/09/2010,Sp Lisbon,Olhanense,0,0,D,2010-2011,0.0,0.0,D
P1,12/09/2010,Academica,Naval,3,0,H,2010-2011,1.0,0.0,H
P1,12/09/2010,Leiria,Nacional,2,1,H,2010-2011,0.0,0.0,D
P1,12/09/2010,Maritimo,Pacos Ferreira,1,1,D,2010-2011,0.0,1.0,A
P1,12/09/2010,Portimonense,Rio Ave,3,1,H,2010-2011,2.0,0.0,H
P1,13/09/2010,Setubal,Beira Mar,0,0,D,2010-2011,0.0,0.0,D
P1,17/09/2010,Olhanense,Portimonense,2,0,H,2010-2011,1.0,0.0,H
P1,18/09/2010,Beira Mar,Maritimo,1,1,D,2010-2011,0.0,1.0,A
P1,18/09/2010,Guimaraes,Leiria,1,0,H,2010-2011,0.0,0.0,D
P1,19/09/2010,Benfica,Sp Lisbon,2,0,H,2010-2011,1.0,0.0,H
P1,19/09/2010,Naval,Setubal,0,0,D,2010-2011,0.0,0.0,D
P1,19/09/2010,Pacos Ferreira,Sp Braga,2,2,D,2010-2011,0.0,1.0,A
P1,19/09/2010,Rio Ave,Academica,2,2,D,2010-2011,1.0,0.0,H
P1,20/09/2010,Nacional,Porto,0,2,A,2010-2011,0.0,1.0,A
P1,24/09/2010,Sp Braga,Naval,3,1,H,2010-2011,1.0,0.0,H
P1,25/09/2010,Academica,Guimaraes,3,1,H,2010-2011,0.0,0.0,D
P1,25/09/2010,Maritimo,Benfica,0,1,A,2010-2011,0.0,0.0,D
P1,25/09/2010,Porto,Olhanense,2,0,H,2010-2011,2.0,0.0,H
P1,26/09/2010,Leiria,Rio Ave,1,0,H,2010-2011,0.0,0.0,D
P1,26/09/2010,Portimonense,Beira Mar,1,0,H,2010-2011,0.0,0.0,D
P1,26/09/2010,Sp Lisbon,Nacional,1,1,D,2010-2011,0.0,0.0,D
P1,27/09/2010,Setubal,Pacos Ferreira,1,0,H,2010-2011,1.0,0.0,H
P1,01/10/2010,Leiria,Academica,2,1,H,2010-2011,0.0,1.0,A
P1,02/10/2010,Olhanense,Setubal,3,1,H,2010-2011,2.0,0.0,H
P1,03/10/2010,Benfica,Sp Braga,1,0,H,2010-2011,0.0,0.0,D
P1,03/10/2010,Nacional,Portimonense,3,1,H,2010-2011,1.0,1.0,D
P1,03/10/2010,Naval,Pacos Ferreira,1,2,A,2010-2011,1.0,0.0,H
P1,03/10/2010,Rio Ave,Maritimo,0,0,D,2010-2011,0.0,0.0,D
P1,04/10/2010,Beira Mar,Sp Lisbon,1,1,D,2010-2011,1.0,1.0,D
P1,04/10/2010,Guimaraes,Porto,1,1,D,2010-2011,0.0,1.0,A
P1,22/10/2010,Academica,Nacional,2,1,H,2010-2011,2.0,0.0,H
P1,23/10/2010,Pacos Ferreira,Beira Mar,1,1,D,2010-2011,1.0,0.0,H
P1,23/10/2010,Setubal,Guimaraes,2,1,H,2010-2011,2.0,0.0,H
P1,23/10/2010,Sp Braga,Olhanense,3,1,H,2010-2011,0.0,1.0,A
P1,24/10/2010,Maritimo,Naval,1,0,H,2010-2011,0.0,0.0,D
P1,24/10/2010,Portimonense,Benfica,0,1,A,2010-2011,0.0,0.0,D
P1,24/10/2010,Sp Lisbon,Rio Ave,1,0,H,2010-2011,0.0,0.0,D
P1,25/10/2010,Porto,Leiria,5,1,H,2010-2011,3.0,0.0,H
P1,29/10/2010,Benfica,Pacos Ferreira,2,0,H,2010-2011,1.0,0.0,H
P1,30/10/2010,Academica,Porto,0,1,A,2010-2011,0.0,1.0,A
P1,30/10/2010,Rio Ave,Sp Braga,2,0,H,2010-2011,0.0,0.0,D
P1,31/10/2010,Beira Mar,Naval,3,1,H,2010-2011,2.0,0.0,H
P1,31/10/2010,Leiria,Sp Lisbon,1,2,A,2010-2011,1.0,2.0,A
P1,31/10/2010,Nacional,Setubal,1,0,H,2010-2011,1.0,0.0,H
P1,31/10/2010,Olhanense,Maritimo,1,1,D,2010-2011,0.0,1.0,A
P1,01/11/2010,Guimaraes,Portimonense,2,0,H,2010-2011,1.0,0.0,H
P1,05/11/2010,Setubal,Rio Ave,3,3,D,2010-2011,1.0,2.0,A
P1,06/11/2010,Pacos Ferreira,Nacional,0,1,A,2010-2011,0.0,0.0,D
P1,06/11/2010,Portimonense,Academica,2,2,D,2010-2011,0.0,2.0,A
P1,07/11/2010,Maritimo,Leiria,1,1,D,2010-2011,0.0,0.0,D
P1,07/11/2010,Naval,Olhanense,1,1,D,2010-2011,1.0,0.0,H
P1,07/11/2010,Porto,Benfica,5,0,H,2010-2011,3.0,0.0,H
P1,07/11/2010,Sp Braga,Beira Mar,2,3,A,2010-2011,0.0,1.0,A
P1,08/11/2010,Sp Lisbon,Guimaraes,2,3,A,2010-2011,2.0,0.0,H
P1,12/11/2010,Nacional,Maritimo,0,0,D,2010-2011,0.0,0.0,D
P1,13/11/2010,Academica,Sp Lisbon,1,2,A,2010-2011,0.0,2.0,A
P1,13/11/2010,Guimaraes,Sp Braga,2,1,H,2010-2011,1.0,1.0,D
P1,14/11/2010,Benfica,Naval,4,0,H,2010-2011,1.0,0.0,H
P1,14/11/2010,Leiria,Setubal,1,0,H,2010-2011,1.0,0.0,H
P1,14/11/2010,Olhanense,Beira Mar,1,1,D,2010-2011,1.0,0.0,H
P1,14/11/2010,Porto,Portimonense,2,0,H,2010-2011,1.0,0.0,H
P1,14/11/2010,Rio Ave,Pacos Ferreira,3,1,H,2010-2011,2.0,1.0,H
P1,26/11/2010,Setubal,Academica,0,1,A,2010-2011,0.0,1.0,A
P1,27/11/2010,Maritimo,Guimaraes,2,0,H,2010-2011,2.0,0.0,H
P1,27/11/2010,Pacos Ferreira,Olhanense,1,0,H,2010-2011,1.0,0.0,H
P1,27/11/2010,Sp Lisbon,Porto,1,1,D,2010-2011,1.0,0.0,H
P1,28/11/2010,Beira Mar,Benfica,1,3,A,2010-2011,0.0,1.0,A
P1,28/11/2010,Naval,Rio Ave,0,1,A,2010-2011,0.0,1.0,A
P1,28/11/2010,Sp Braga,Nacional,2,0,H,2010-2011,0.0,0.0,D
P1,29/11/2010,Portimonense,Leiria,1,2,A,2010-2011,1.0,0.0,H
P1,03/12/2010,Benfica,Olhanense,2,0,H,2010-2011,1.0,0.0,H
P1,04/12/2010,Guimaraes,Pacos Ferreira,1,1,D,2010-2011,1.0,0.0,H
P1,04/12/2010,Leiria,Sp Braga,3,1,H,2010-2011,2.0,1.0,H
P1,05/12/2010,Portimonense,Sp Lisbon,1,3,A,2010-2011,1.0,3.0,A
P1,05/12/2010,Rio Ave,Beira Mar,1,1,D,2010-2011,0.0,0.0,D
P1,06/12/2010,Porto,Setubal,1,0,H,2010-2011,1.0,0.0,H
P1,07/12/2010,Nacional,Naval,2,1,H,2010-2011,0.0,1.0,A
P1,08/12/2010,Academica,Maritimo,1,5,A,2010-2011,0.0,1.0,A
P1,17/12/2010,Sp Braga,Academica,5,0,H,2010-2011,3.0,0.0,H
P1,18/12/2010,Beira Mar,Guimaraes,3,2,H,2010-2011,1.0,0.0,H
P1,18/12/2010,Benfica,Rio Ave,5,2,H,2010-2011,2.0,1.0,H
P1,19/12/2010,Maritimo,Portimonense,1,1,D,2010-2011,0.0,0.0,D
P1,19/12/2010,Naval,Leiria,0,3,A,2010-2011,0.0,1.0,A
P1,19/12/2010,Olhanense,Nacional,0,0,D,2010-2011,0.0,0.0,D
P1,19/12/2010,Pacos Ferreira,Porto,0,3,A,2010-2011,0.0,1.0,A
P1,20/12/2010,Setubal,Sp Lisbon,0,3,A,2010-2011,0.0,2.0,A
P1,07/01/2011,Portimonense,Setubal,3,4,A,2010-2011,2.0,1.0,H
P1,08/01/2011,Porto,Maritimo,4,1,H,2010-2011,1.0,0.0,H
P1,08/01/2011,Sp Lisbon,Sp Braga,2,1,H,2010-2011,2.0,1.0,H
P1,09/01/2011,Academica,Pacos Ferreira,0,0,D,2010-2011,0.0,0.0,D
P1,09/01/2011,Guimaraes,Naval,1,2,A,2010-2011,1.0,0.0,H
P1,09/01/2011,Leiria,Benfica,0,3,A,2010-2011,0.0,1.0,A
P1,09/01/2011,Nacional,Beira Mar,0,0,D,2010-2011,0.0,0.0,D
P1,09/01/2011,Rio Ave,Olhanense,0,1,A,2010-2011,0.0,1.0,A
P1,14/01/2011,Portimonense,Sp Braga,0,3,A,2010-2011,0.0,0.0,D
P1,15/01/2011,Guimaraes,Olhanense,1,0,H,2010-2011,0.0,0.0,D
P1,15/01/2011,Sp Lisbon,Pacos Ferreira,2,3,A,2010-2011,1.0,2.0,A
P1,16/01/2011,Academica,Benfica,0,1,A,2010-2011,0.0,1.0,A
P1,16/01/2011,Leiria,Beira Mar,0,3,A,2010-2011,0.0,1.0,A
P1,16/01/2011,Nacional,Rio Ave,1,0,H,2010-2011,0.0,0.0,D
P1,16/01/2011,Porto,Naval,3,1,H,2010-2011,2.0,0.0,H
P1,16/01/2011,Setubal,Maritimo,2,4,A,2010-2011,1.0,1.0,D
P1,22/01/2011,Beira Mar,Porto,0,1,A,2010-2011,0.0,1.0,A
P1,22/01/2011,Benfica,Nacional,4,2,H,2010-2011,2.0,0.0,H
P1,22/01/2011,Naval,Portimonense,1,1,D,2010-2011,0.0,1.0,A
P1,22/01/2011,Olhanense,Academica,2,1,H,2010-2011,1.0,1.0,D
P1,22/01/2011,Pacos Ferreira,Leiria,1,1,D,2010-2011,0.0,0.0,D
P1,22/01/2011,Rio Ave,Guimaraes,2,3,A,2010-2011,0.0,1.0,A
P1,22/01/2011,Sp Braga,Setubal,2,2,D,2010-2011,0.0,2.0,A
P1,24/01/2011,Maritimo,Sp Lisbon,0,3,A,2010-2011,0.0,1.0,A
P1,26/01/2011,Porto,Nacional,3,0,H,2010-2011,3.0,0.0,H
P1,04/02/2011,Sp Lisbon,Naval,3,3,D,2010-2011,1.0,2.0,A
P1,05/02/2011,Maritimo,Sp Braga,1,2,A,2010-2011,1.0,1.0,D
P1,06/02/2011,Academica,Beira Mar,3,3,D,2010-2011,1.0,1.0,D
P1,06/02/2011,Guimaraes,Nacional,0,0,D,2010-2011,0.0,0.0,D
P1,06/02/2011,Leiria,Olhanense,0,2,A,2010-2011,0.0,2.0,A
P1,06/02/2011,Portimonense,Pacos Ferreira,0,1,A,2010-2011,0.0,0.0,D
P1,06/02/2011,Porto,Rio Ave,1,0,H,2010-2011,1.0,0.0,H
P1,06/02/2011,Setubal,Benfica,0,2,A,2010-2011,0.0,1.0,A
P1,12/02/2011,Nacional,Leiria,0,1,A,2010-2011,0.0,1.0,A
P1,12/02/2011,Olhanense,Sp Lisbon,2,2,D,2010-2011,0.0,1.0,A
P1,13/02/2011,Benfica,Guimaraes,3,0,H,2010-2011,1.0,0.0,H
P1,13/02/2011,Naval,Academica,3,1,H,2010-2011,2.0,0.0,H
P1,13/02/2011,Pacos Ferreira,Maritimo,1,0,H,2010-2011,0.0,0.0,D
